Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
25:25	nowo		rc://*/ta/man/translate/figs-explicit	ἔκρυψα τὸ τάλαντόν σου ἐν τῇ γῇ	1	Here the servant implies that he dug a hole **in the ground**, put the **talent** there, and then covered it up to keep the money safe. If it would be helpful in your language, you could make that idea more explicit. See how you expressed the similar idea in [25:18](../25/18.md). Alternate translation: “I dug a hiding place in the ground and stored the talent there to protect it”
25:25	uedk		rc://*/ta/man/translate/figs-yousingular	σου & ἔχεις τὸ σόν	1	Since the slave is talking to his master, the words **your**, **you**, and **yours** are singular.
25:25	bvdl		rc://*/ta/man/translate/figs-exclamations	ἴδε	1	Here, the word **Behold** draws the attention of the master and asks him to listen carefully. If it would be helpful in your language, you could express **Behold** with a word or phrase that asks people to listen, or you could use a different form that draws people’s attention. Alternate translation: “Look” or “Listen”
25:25	wj4i		rc://*/ta/man/translate/figs-explicit	ἔχεις τὸ σόν	1	Here, the slave means that he is returning the one **talent** to his master. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “I am returning to you what is yours”
25:26	kg04		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **But** introduces the next thing that happened. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **But** untranslated. Alternate translation: “Then”
25:26-30	u6do		rc://*/ta/man/translate/figs-quotesinquotes	εἶπεν αὐτῷ, πονηρὲ δοῦλε καὶ ὀκνηρέ! ᾔδεις ὅτι θερίζω ὅπου οὐκ ἔσπειρα, καὶ συνάγω ὅθεν οὐ διεσκόρπισα & ἔδει σε οὖν βαλεῖν τὰ ἀργύριά μου τοῖς τραπεζείταις, καὶ ἐλθὼν, ἐγὼ ἐκομισάμην ἂν τὸ ἐμὸν σὺν τόκῳ & ἄρατε οὖν ἀπ’ αὐτοῦ τὸ τάλαντον, καὶ δότε τῷ ἔχοντι τὰ δέκα τάλαντα & τῷ γὰρ ἔχοντι παντὶ δοθήσεται καὶ περισσευθήσεται, τοῦ δὲ μὴ ἔχοντος, καὶ ὃ ἔχει ἀρθήσεται ἀπ’ αὐτοῦ & καὶ τὸν ἀχρεῖον δοῦλον, ἐκβάλετε εἰς τὸ σκότος τὸ ἐξώτερον; ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “called him a wicked and lazy slave. He reminded his slave that he knew that his master reaped where he did not sow and harvested where he did not scatter, and that therefore it was necessary for him to have placed the money with the bankers and that, having come, his master would have received back his money with interest. Then he told others to take away the talent from the slave and give it to the one having the ten talents. He explained that to everyone having, it will be given and it will abound, but from the one not having, even what he has will be taken away. Then he commanded people to throw out the worthless slave into the outer darkness, where there will be weeping and grinding of the teeth.”
25:26	g0ve		rc://*/ta/man/translate/figs-rquestion	ᾔδεις ὅτι θερίζω ὅπου οὐκ ἔσπειρα, καὶ συνάγω ὅθεν οὐ διεσκόρπισα	1	The master is not asking his slave to verify what he just said. Rather, he is using the question form to challenge the slave. He is repeating what the slave said about him, but not to grant that it is true. Rather, he is about to tell the slave what he should have done if it actually had been true. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “You claim that you knew that I reap where I did not sow and gather where I did not scatter.” or “So you knew that I reap where I did not sow and gather where I did not scatter!”
25:26	haol		rc://*/ta/man/translate/figs-yousingular	ᾔδεις	1	Since the master is speaking to his slave, the word **You** here is singular.
25:26	he3h		rc://*/ta/man/translate/figs-metaphor	θερίζω ὅπου οὐκ ἔσπειρα, καὶ συνάγω ὅθεν οὐ διεσκόρπισα	1	Here the master repeats what the slave said about him in [25:24](../25/24.md). Express the idea as you did there.
25:27	hmdo		rc://*/ta/man/translate/grammar-connect-logic-result	οὖν	1	Here, the word **Therefore** introduces an inference based on what the slave claimed to know. If it would be helpful in your language, you could use a word or phrase that introduces this kind of inference. Alternate translation: “Given that” or “Well then”
25:27	vmv3		rc://*/ta/man/translate/figs-yousingular	σε	1	Since the master is speaking to his slave, the word **you** here is singular.
25:27	rhg9		rc://*/ta/man/translate/translate-unknown	βαλεῖν τὰ ἀργύριά μου τοῖς τραπεζείταις & σὺν τόκῳ	1	Here, the word **bankers** refers to people who accept deposits of money and use them to make loans. They charge **interest** on the loans, and then they pay **interest** to the people who deposited money with them. If your readers would not be familiar with this type of business, you could use names from a similar business in your area or you could use descriptive phrases. Alternate translation: “to let people borrow my money … with a share of the profits” or “to have given my money to businesspeople … plus even more”
25:28	cq5b		rc://*/ta/man/translate/grammar-connect-logic-result	οὖν	1	Here, the word **Therefore** introduces what the master has decided to do in response to what the slave did not do. If it would be helpful in your language, you could use a different word or phrase that introduces this kind of conclusion. Alternate translation: “Because he did not do that” or “However, since he did not invest the money”
25:28	paw8		rc://*/ta/man/translate/writing-quotations	ἄρατε & ἀπ’ αὐτοῦ τὸ τάλαντον	1	The master says this command to other servants. If it would be helpful in your language, you could state that explicitly. Alternate translation: “you other servants, take away the talent from him”
25:28	j7n1		rc://*/ta/man/translate/translate-bmoney	τὸ τάλαντον & τὰ δέκα τάλαντα	1	See how you translated **talent** and **talents** in [25:15](../25/15.md). Alternate translation: “the 18 years’ wages … the 90 years’ wages”
25:29	g8ps		rc://*/ta/man/translate/grammar-connect-words-phrases	γὰρ	1	Here, the word **For** introduces the master’s reason for why he commanded what he did in the previous verse. If it would be helpful in your language, you could use a word or phrase that introduces a reason for a command. Alternate translation: “Here is why I said that:” or “I say that because”
25:29	e5py		rc://*/ta/man/translate/figs-extrainfo	τῷ & ἔχοντι παντὶ δοθήσεται καὶ περισσευθήσεται, τοῦ δὲ μὴ ἔχοντος, καὶ ὃ ἔχει ἀρθήσεται ἀπ’ αὐτοῦ	1	Here, the master does not specify what is is that people have or do not have and what will be given or taken. He does that to make his statements as general as possible. If you need to specify what is being given and taken, if possible use a very general term. Alternate translation: “to everyone having many things, more things will be given and they will abound. But from the one not having many things, even what he has will be taken away from him”
25:29	r7lv		rc://*/ta/man/translate/figs-activepassive	δοθήσεται & ἀρθήσεται	1	If your language does not use these passive forms, you could express the ideas in active form or in another way that is natural in your language. If you need to say who did the action, you could: (1) use an indefinite subject. Alternate translation: “people will give it … people will take away” (2) indicate that the master will do it. Alternate translation: “I will give it … I will take away”
25:29	b93i		rc://*/ta/man/translate/figs-genericnoun	τοῦ & μὴ ἔχοντος, καὶ ὃ ἔχει ἀρθήσεται ἀπ’ αὐτοῦ	1	The the phrase **the one** and the words **he** and **him** represents people in general, not one particular person. If it would be helpful in your language, you could express the idea in another way. Alternate translation: “from the people not having, even what they have will be taken away from them”
25:29	w9ru		rc://*/ta/man/translate/figs-hyperbole	τοῦ & μὴ ἔχοντος	1	The master says **the one not having** here as a generalization for emphasis. It is clear in the second half of the sentence that this person does have something. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: “from the one having almost nothing” or “from the one not having much”
25:29	pcr5		rc://*/ta/man/translate/figs-gendernotations	ἔχει & αὐτοῦ	1	Although the terms **he** and **him** are masculine, the master is using the words in a generic sense that includes both men and women. If it would be helpful in your language, you could use phrases that make this clear. Alternate translation: “that person has … him or her”
25:30	ur9b		rc://*/ta/man/translate/figs-metaphor	εἰς τὸ σκότος τὸ ἐξώτερον	1	Here, the phrase **the outer darkness** refers to a place of punishment. If it would be helpful in your language, you could state the meaning plainly. If possible, preserve the idea of darkness. See how you expressed the similar idea in [8:12](../08/12.md). Alternate translation: “into the dark place of punishment”
25:30	c2vb		rc://*/ta/man/translate/figs-abstractnouns	τὸ σκότος τὸ ἐξώτερον	1	If your language does not use an abstract noun for the idea of darkness, you could express the same idea in another way. Alternate translation: “the dark place outside”
25:30	zy3k		rc://*/ta/man/translate/translate-symaction	ὁ βρυγμὸς τῶν ὀδόντων	1	In Jesus’ culture, people would grind their teeth when they experienced anger, grief, and pain. If it would be helpful in your language, you could refer to an action with comparable meaning or state the meaning of this action plainly. See how you expressed this phrase in [8:12](../08/12.md). Alternate translation: “beating of breasts” or “grinding of the teeth in anger and pain”
25:31	qtg6		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **Now** introduces the next topic that Jesus wants to speak about. If it would be helpful in your language, you could use a word or phrase that introduces the next topic, or you could leave **Now** untranslated. Alternate translation: “Next,”
25:31	e7um		rc://*/ta/man/translate/figs-123person	ἔλθῃ ὁ Υἱὸς τοῦ Ἀνθρώπου ἐν τῇ δόξῃ αὐτοῦ & αὐτοῦ & καθίσει ἐπὶ & αὐτοῦ	1	Here Jesus speaks about himself in the third person. If it would be helpful in your language, you could use the first person. Alternate translation: “I, who am the Son of Man, come in my glory … me … I will sit on my”
25:31	a88m		rc://*/ta/man/translate/figs-explicit	ἔλθῃ ὁ Υἱὸς τοῦ Ἀνθρώπου	1	Here Jesus implies that **the Son of Man** will come back to this world at some point in the future. He is also implying that **the Son of Man** will leave this world before he comes back. If it would be helpful in your language, you could make some or all of those ideas more explicit. Alternate translation: “the Son of Man comes back to this world” or “the Son of Man, after leaving this world, comes back”
25:31	lkn8		rc://*/ta/man/translate/figs-abstractnouns	ἐν τῇ δόξῃ αὐτοῦ	1	If your language does not use an abstract noun for the idea of **glory**, you could express the same idea in another way. Alternate translation: “and shows how glorious he is”
25:31	gx81		rc://*/ta/man/translate/figs-metonymy	καθίσει ἐπὶ θρόνου δόξης αὐτοῦ	1	When someone sits on a throne, it indicates that this person is ruling. If it would be helpful in your language, you could explain the meaning of this action. See how you expressed the idea in [19:28](../19/28.md). Alternate translation: “he will sit on his throne of glory as king” or “he will rule from his throne of glory”
25:31	ug1b		rc://*/ta/man/translate/figs-possession	θρόνου δόξης αὐτοῦ	1	Here, Jesus could using the possessive form to describe a **throne** that: (1) belongs to **the Son of Man** and that is characterized by **glory**. Alternate translation: “his throne that is glorious” (2) shows or illustrates the **glory** that **the Son of Man** has. Alternate translation: “the throne that displays his glory”
25:31	te9u		rc://*/ta/man/translate/figs-abstractnouns	θρόνου δόξης	1	If your language does not use an abstract noun for the idea of **glory**, you could express the same idea in another way. Alternate translation: “glorious throne”
25:32	n91c		rc://*/ta/man/translate/figs-123person	αὐτοῦ & ἀφοριεῖ	1	Here Jesus continues to speak about himself in the third person. If it would be helpful in your language, you could use the first person. Alternate translation: “me … I will separate”
25:32	f2w9		rc://*/ta/man/translate/figs-activepassive	συναχθήσονται & πάντα τὰ ἔθνη	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “all the nations will gather” or “all the nations will come”
25:32	ndf5		rc://*/ta/man/translate/figs-metonymy	πάντα τὰ ἔθνη	1	Here, the word **nations** represents the people who live in those **nations**. If it would be helpful to your readers, you could state the meaning plainly. Alternate translation: “the people of all the nations”
25:32	nk18		rc://*/ta/man/translate/figs-simile	ἀφοριεῖ αὐτοὺς ἀπ’ ἀλλήλων, ὥσπερ ὁ ποιμὴν ἀφορίζει τὰ πρόβατα ἀπὸ τῶν ἐρίφων	1	Jesus is saying that separating people from one another is like a **shepherd** separating **sheep** from **goats**. He means that in both situations a person divides a larger group into two smaller groups based on some important characteristic. If it would be helpful in your language, you could state that explicitly. Alternate translation: “he will separate them from from one another into two groups, just as a shepherd separates into two groups the sheep and the goats”
25:32	mn2u		rc://*/ta/man/translate/figs-genericnoun	ὁ ποιμὴν ἀφορίζει	1	The phrase **the shepherd** represents shepherds in general, not one particular shepherd. If it would be helpful in your language, you could express the idea in another way. Alternate translation: “shepherds separate”
25:33	bptq		rc://*/ta/man/translate/figs-123person	στήσει & αὐτοῦ & εὐωνύμων	1	Here Jesus continues to speak about himself in the third person. If it would be helpful in your language, you could use the first person. Alternate translation: “I will place … my … my left”
25:33	pbq9		rc://*/ta/man/translate/figs-metaphor	τὰ & πρόβατα & τὰ & ἐρίφια	1	Here, as the following verses make clear, Jesus speaks of people who do what is right as if they were **sheep** and of people who do what is wrong as if they were **goats**. If it would be helpful in your language, you could use simile form or state the meaning plainly. Alternate translation: “the people who are like sheep … people who are like goats” or “the righteous people … the wicked people”
25:33	quw4		rc://*/ta/man/translate/figs-nominaladj	δεξιῶν αὐτοῦ & εὐωνύμων	1	Here, Jesus uses the adjectives **right** and **left** as nouns to refer to his **right** and **left** sides. Your language may use adjectives in the same way. If not, you could translate these words with equivalent phrases. Alternate translation: “his right side … his left side”
25:33	wswn		rc://*/ta/man/translate/figs-explicit	ἐκ δεξιῶν αὐτοῦ & ἐξ εὐωνύμων	1	In Jesus’ culture, the **right** side was considered to be more honorable or important than the **left** side. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “on the honorable right … on less honorable left”
25:33	wh9m		rc://*/ta/man/translate/figs-ellipsis	τὰ δὲ ἐρίφια	1	Jesus is leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “but he will place the goats”
25:34	t8pp		rc://*/ta/man/translate/figs-123person	ὁ Βασιλεὺς & αὐτοῦ	1	Here Jesus continues to speak about himself in the third person. If it would be helpful in your language, you could use the first person. Alternate translation: “I, who am the King, … my”
25:34	v0ag		rc://*/ta/man/translate/figs-explicit	ὁ Βασιλεὺς	1	Here, the title **the King** describes the Son of Man. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “the Son of Man, who is the King,”
25:34-36	ngbp		rc://*/ta/man/translate/figs-quotesinquotes	ἐκ δεξιῶν αὐτοῦ, δεῦτε οἱ εὐλογημένοι τοῦ Πατρός μου, κληρονομήσατε τὴν ἡτοιμασμένην ὑμῖν βασιλείαν ἀπὸ καταβολῆς κόσμου & ἐπείνασα γὰρ καὶ ἐδώκατέ μοι φαγεῖν, ἐδίψησα καὶ ἐποτίσατέ με, ξένος ἤμην καὶ συνηγάγετέ με & γυμνὸς καὶ περιεβάλετέ με, ἠσθένησα καὶ ἐπεσκέψασθέ με, ἐν φυλακῇ ἤμην καὶ ἤλθατε πρός με	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “at his right that they, who had been blessed by his Father, should come and inherit the kingdom prepared for them from the foundation of the world. He said that this was because he was hungry, and they gave him to eat; he was thirsty, and they gave him to drink; he was a stranger, and they gathered together with him; he was naked, and they clothed him; he was sick, and they cared for him; he was in prison, and they came to him”
25:34	rb4e		rc://*/ta/man/translate/figs-nominaladj	δεξιῶν αὐτοῦ	1	See how you translated **his right** in [25:33](../25/33.md). Alternate translation: “his right side”
25:34	yrs7		rc://*/ta/man/translate/figs-go	δεῦτε	1	In a context such as this, your language might say “Go” instead of **Come**. Alternate translation: “Go”
25:34	ze81		rc://*/ta/man/translate/figs-activepassive	οἱ εὐλογημένοι τοῦ Πατρός μου	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “the ones my Father has blessed”
25:34	h2k9		rc://*/ta/man/translate/guidelines-sonofgodprinciples	τοῦ Πατρός μου	1	**Father** is an important title that describe the relationship between God the **Father** and Jesus his Son.
25:34	w1du		rc://*/ta/man/translate/figs-metaphor	κληρονομήσατε	1	Here **the King** speaks as if the people **on his right** were children who would receive property from a relative. He speaks in this way to indicate that these people will receive **the kingdom**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “receive” or “you are being given”
25:34	b57r		rc://*/ta/man/translate/figs-activepassive	ἡτοιμασμένην ὑμῖν	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “that God has prepared for you”
25:34	cdi8		rc://*/ta/man/translate/figs-abstractnouns	ἀπὸ καταβολῆς κόσμου	1	If your language does not use an abstract noun for the idea of **foundation**, you could express the same idea in another way. Alternate translation: “from when God founded the world”
25:35	wchh		rc://*/ta/man/translate/grammar-connect-logic-result	γὰρ	1	Here, the word **For** introduces the reasons why the people on the right will inherit the kingdom. If it would be helpful in your language, you could use a word or phrase that introduces a reason. Alternate translation: “That is because” or “Here is why:”
25:35	f9zg		rc://*/ta/man/translate/figs-explicit	ἐδώκατέ μοι φαγεῖν & ἐποτίσατέ με	1	Here the king implies that the people gave him food to eat and water to drink. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “you gave me food to eat … you gave me something to drink”
25:35	bd6m		rc://*/ta/man/translate/figs-idiom	συνηγάγετέ με	1	Here, the phrase **gathered together with me** means that these people invited him to eat and sleep in their houses. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “you invited me into your houses” or “you gave me a place to stay”
25:36	ur3i		rc://*/ta/man/translate/figs-explicit	γυμνὸς	1	Here, the word **naked** refers generally to having too little clothing. It does not necessarily mean that the king had no clothes at all, although that could have been true. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “I was without proper clothing” or “I was ill-clothed”
25:36	s2jb		rc://*/ta/man/translate/figs-explicit	ἤλθατε πρός με	1	Here, the king implies that the people visited him while he was **in prison**. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “you spent time with me there”
25:36	fmae		rc://*/ta/man/translate/figs-go	ἤλθατε	1	In a context such as this, your language might say “went” instead of **came**. Alternate translation: “you went”
25:37	dqsl		rc://*/ta/man/translate/figs-nominaladj	οἱ δίκαιοι	1	The king is using the adjective **righteous** as a noun to mean righteous people. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: “the righteous people”
25:37-39	pdp4		rc://*/ta/man/translate/figs-quotesinquotes	λέγοντες, Κύριε, πότε σε εἴδομεν πεινῶντα καὶ ἐθρέψαμεν, ἢ διψῶντα καὶ ἐποτίσαμεν & πότε δέ σε εἴδομεν ξένον καὶ συνηγάγομεν, ἢ γυμνὸν καὶ περιεβάλομεν & πότε δέ σε εἴδομεν ἀσθενῆ ἢ ἐν φυλακῇ, καὶ ἤλθομεν πρός σε	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “calling him Lord and asking when they had seen him being hungry and fed him, or being thirsty and given him to drink. They asked when they had seen him a stranger and gathered together with him, or naked and clothed him. They asked when they had seen him sick or in prison and came to him.”
25:37-39	j3nh		rc://*/ta/man/translate/figs-rquestion	πότε σε εἴδομεν πεινῶντα καὶ ἐθρέψαμεν, ἢ διψῶντα καὶ ἐποτίσαμεν & πότε δέ σε εἴδομεν ξένον καὶ συνηγάγομεν, ἢ γυμνὸν καὶ περιεβάλομεν & πότε δέ σε εἴδομεν ἀσθενῆ ἢ ἐν φυλακῇ, καὶ ἤλθομεν πρός σε	1	The people speaking are using the question form to indicate that they do not remember helping the king in any of these ways. If you would not use the question form for this purpose in your language, you could translate these as statements or exclamations. Alternate translation: “we do not think that we saw you hungry and fed you, or thirsty and gave you to drink. We do not think that we saw you a stranger and gathered together with you, or naked and clothed you. We do not think that we saw you sick or in prison and came to you.”
25:37	krfv		rc://*/ta/man/translate/writing-quotations	λέγοντες	1	If you keep the direct quotation, consider natural ways of introducing it in your language. Alternate translation: “and they will say”
25:37	aqal		rc://*/ta/man/translate/figs-yousingular	σε & ἐθρέψαμεν & ἐποτίσαμεν	1	Since the people are speaking to the king, the word **you** throughout this verse is singular.
25:37	yh3p		rc://*/ta/man/translate/figs-ellipsis	διψῶντα καὶ ἐποτίσαμεν	1	The people speaking are leaving out some of the words that a sentence would need in many languages to be complete. If it would be clearer in your language, you could supply these words from earlier in the sentence. Alternate translation: “when did we see you thirsty and give you to drink”
25:38	iz1t		rc://*/ta/man/translate/figs-yousingular	σε & συνηγάγομεν & περιεβάλομεν	1	Since the people are speaking to the king, the word **you** throughout this verse is singular.
25:38	fh6h		rc://*/ta/man/translate/figs-idiom	συνηγάγομεν	1	See how you translated this phrase in [25:35](../25/35.md). Alternate translation: “invite you into our houses” or “give you a place to stay”
25:38	h52x		rc://*/ta/man/translate/figs-ellipsis	γυμνὸν καὶ περιεβάλομεν	1	The people speaking are leaving out some of the words that a sentence would need in many languages to be complete. If it would be clearer in your language, you could supply these words from earlier in the sentence. Alternate translation: “when did we see you naked and clothe you”
25:38	mjzg		rc://*/ta/man/translate/figs-explicit	γυμνὸν	1	See how you translated this word in [25:36](../25/36.md). Alternate translation: “without proper clothing” or “ill-clothed”
25:39	p1lx		rc://*/ta/man/translate/figs-yousingular	σε & σε	1	Since the people are speaking to the king, the word **you** throughout this verse is singular.
25:39	wwpp		rc://*/ta/man/translate/figs-explicit	ἤλθομεν πρός σε?	1	Here, the the people speaking ask when they visited the king while he was sick or in prison. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “spend time with you”
25:39	ti9j		rc://*/ta/man/translate/figs-go	ἤλθομεν	1	In a context such as this, your language might say “go” instead of **come**. Alternate translation: “go”
25:40	m6mi		rc://*/ta/man/translate/figs-123person	ὁ Βασιλεὺς	1	Here Jesus continues to speak about himself in the third person. If it would be helpful in your language, you could use the first person. Alternate translation: “I, who am the King,”
25:40	sjbd		rc://*/ta/man/translate/figs-quotesinquotes	αὐτοῖς, ἀμὴν, λέγω ὑμῖν, ἐφ’ ὅσον ἐποιήσατε ἑνὶ τούτων τῶν ἀδελφῶν μου τῶν ἐλαχίστων, ἐμοὶ ἐποιήσατε	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “to them that he was speaking truly and that as much as they did for one of the least of these brothers of his, they did for him”
25:40	acs3		rc://*/ta/man/translate/figs-explicit	τῶν ἐλαχίστων	1	Here, the word **least** identifies someone who is not very important. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “of the least important”
25:40	nh4y		rc://*/ta/man/translate/figs-metaphor	τούτων τῶν ἀδελφῶν μου	1	Here the king, Jesus, speaks of his disciples as if they were his **brothers**. He means that he considers them to be part of his family. If it would be helpful in your language, you could use simile form or state the meaning plainly. Alternate translation: “of those whom I call my brothers” or “of the people I love as if they were my brothers”
25:40	pump		rc://*/ta/man/translate/figs-gendernotations	τῶν ἀδελφῶν	1	Although the term **brothers** is masculine, the king is using the word in a generic sense that includes both men and women. If you retain the metaphor in your translation, and if it would be helpful in your language, you could say “brothers and sisters” to indicate this.
25:40	k4hb		rc://*/ta/man/translate/figs-metaphor	ἐμοὶ ἐποιήσατε	1	Here the king speaks as if anything that people did **for one of the least of these brothers of mine** was actually done for him. He means that he considers any help given to **these brothers of mine** to be as important to him as if it had been given directly to him. If it would be helpful in your language, you could express the idea in simile form or state the meaning plainly. Alternate translation: “I consider that you did it for me” or “it is just like you did it for me”
25:41	z1nh		rc://*/ta/man/translate/figs-123person	ἐρεῖ & εὐωνύμων	1	Here Jesus continues to speak about himself in the third person. If it would be helpful in your language, you could use the first person. Alternate translation: “I will say … my left”
25:41-43	wii6		rc://*/ta/man/translate/figs-quotesinquotes	τοῖς ἐξ εὐωνύμων, πορεύεσθε ἀπ’ ἐμοῦ κατηραμένοι εἰς τὸ πῦρ τὸ αἰώνιον, τὸ ἡτοιμασμένον τῷ διαβόλῳ καὶ τοῖς ἀγγέλοις αὐτοῦ & ἐπείνασα γὰρ καὶ οὐκ ἐδώκατέ μοι φαγεῖν, ἐδίψησα καὶ οὐκ ἐποτίσατέ με & ξένος ἤμην καὶ οὐ συνηγάγετέ με, γυμνὸς καὶ οὐ περιεβάλετέ με, ἀσθενὴς καὶ ἐν φυλακῇ καὶ οὐκ ἐπεσκέψασθέ με	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “to the ones on his left that they, who had been cursed, should go from him into the eternal fire that has been prepared for the devil and his angels. He said that this was because he was hungry, and they did not give him to eat; he was thirsty, and they did not give him to drink; he was a stranger, and they did not gather together with him; he was naked, and they did not clothe him; he was sick and in prison, and they did not care for him”
25:41	aox4		rc://*/ta/man/translate/figs-nominaladj	εὐωνύμων	1	See how you translated **his left** in [25:33](../25/33.md). Alternate translation: “his left side”
25:41	pr8n		rc://*/ta/man/translate/figs-activepassive	κατηραμένοι	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “the ones God has cursed”
25:41	kgow		rc://*/ta/man/translate/figs-metaphor	τὸ πῦρ τὸ αἰώνιον	1	Here, the phrase **the eternal fire** refers to hell and describes at as a very unpleasant place. If it would be helpful in your language, you could express the idea in simile form or state the meaning plainly. See how you translated the similar phrase in [18:8](../18/08.md). Alternate translation: “hell, which is as hot as an eternal fire and” or “the hell”
25:41	hqf5		rc://*/ta/man/translate/figs-activepassive	τὸ ἡτοιμασμένον	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was God. Alternate translation: “that God has prepared”
25:42	yrvn		rc://*/ta/man/translate/grammar-connect-logic-result	γὰρ	1	Here, the word **For** introduces the reasons why the people on the left will go to the “eternal fire.” If it would be helpful in your language, you could use a word or phrase that introduces a reason. Alternate translation: “That is because” or “Here is why:”
25:42	fbyb		rc://*/ta/man/translate/figs-explicit	οὐκ ἐδώκατέ μοι φαγεῖν & οὐκ ἐποτίσατέ με	1	Here the king implies that the people gave him food to eat and water to drink. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “you did not give me food to eat … you did not give me something to drink”
25:43	h45r		rc://*/ta/man/translate/figs-idiom	οὐ συνηγάγετέ με	1	Here, the phrase **did not gather together with me** means that these people did not invite him to eat and sleep in their houses. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. See how you expressed the idea in [25:35](../25/35.md). Alternate translation: “you did not invite me into your houses” or “you did not give me a place to stay”
25:43	g6ec		rc://*/ta/man/translate/figs-explicit	γυμνὸς	1	Here, the word **naked** refers generally to having too little clothing. It does not necessarily mean that the king had no clothes at all, although that could have been true. If it would be helpful in your language, you could make that idea more explicit. See how you expressed the idea in [25:36](../25/36.md). Alternate translation: “I was without proper clothing” or “I was ill-clothed”
25:44	bnny		rc://*/ta/man/translate/figs-quotesinquotes	λέγοντες, Κύριε, πότε σε εἴδομεν πεινῶντα, ἢ διψῶντα, ἢ ξένον, ἢ γυμνὸν, ἢ ἀσθενῆ, ἢ ἐν φυλακῇ, καὶ οὐ διηκονήσαμέν σοι?	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “calling him Lord and asking when they had seen him being hungry, or thirsty, or a stranger, or naked, or sick, or in prison, and they did not serve him.”
25:44	hiy6		rc://*/ta/man/translate/figs-rquestion	πότε σε εἴδομεν πεινῶντα, ἢ διψῶντα, ἢ ξένον, ἢ γυμνὸν, ἢ ἀσθενῆ, ἢ ἐν φυλακῇ, καὶ οὐ διηκονήσαμέν σοι?	1	The people speaking are using the question form to indicate that they do not remember failing to help the king in these ways. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “we do not think that we saw you hungry, or thirsty, or a stranger, or naked, or sick, or in prison, and did not serve you.”
25:44	hh3e		rc://*/ta/man/translate/writing-quotations	λέγοντες	1	If you keep the direct quotation, consider natural ways of introducing it in your language. Alternate translation: “and they will say”
25:44	xu66		rc://*/ta/man/translate/figs-yousingular	σε & σοι	1	Since the people are talking to the king, the word **you** throughout this verse is singular.
25:44	t9qx		rc://*/ta/man/translate/figs-explicit	γυμνὸν	1	See how you translated this word in [25:36](../25/36.md). Alternate translation: “without proper clothing” or “ill-clothed”
25:45	nlkm		rc://*/ta/man/translate/figs-123person	ἀποκριθήσεται	1	Here Jesus continues to speak about himself in the third person. If it would be helpful in your language, you could use the first person. Alternate translation: “I will answer them”
25:45	zc8i		rc://*/ta/man/translate/figs-quotesinquotes	λέγων, ἀμὴν, λέγω ὑμῖν, ἐφ’ ὅσον οὐκ ἐποιήσατε ἑνὶ τούτων τῶν ἐλαχίστων, οὐδὲ ἐμοὶ ἐποιήσατε	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “saying that he was speaking truly and that as much as they did not do for one of the least of these, they did not do for him”
