Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
9:2	d44x		rc://*/ta/man/translate/figs-abstractnouns	בִּ⁠מְבַקְשֵׁ֖י רָֽעָתָ֑⁠ם	against those seeking their evil	1	Here the abstract noun **evil** likely means “harm,” as in [7:7](../07/07.md) and [8:6](../08/06.md). In this context, the term can be expressed with a verb. Alternate translation: “who were trying to destroy them”
9:2	acj6		rc://*/ta/man/translate/figs-idiom	וְ⁠אִישׁ֙ לֹא־עָמַ֣ד לִ⁠פְנֵי⁠הֶ֔ם	But a man did not stand to their face	1	Alternate translation: “no one stood against them” or “no one was able to defeat them”
9:2	x8s3		rc://*/ta/man/translate/figs-metaphor	וְ⁠אִישׁ֙ לֹא־עָמַ֣ד לִ⁠פְנֵי⁠הֶ֔ם	But a man did not stand to their face	1	Here, **standing** is a metaphor meaning to defend oneself and to fight back instead of running away from an enemy. Alternate translation: “was able to fight back”
9:2	j9r3		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵי⁠הֶ֔ם	to their face	1	Here, **face** stands for the presence of a person, so here it means “when faced with them.” Alternate translation: “against them”
9:2	h7jh		rc://*/ta/man/translate/figs-metaphor	נָפַ֥ל פַּחְדָּ֖⁠ם עַל־כָּל־הָ⁠עַמִּֽים	sudden fear of them had fallen on all the peoples	1	Here, **falling** is a metaphor meaning to affect someone. Alternate translation: “all the peoples suddenly became very afraid”
9:2	acj7		rc://*/ta/man/translate/figs-explicit	נָפַ֥ל פַּחְדָּ֖⁠ם עַל־כָּל־הָ⁠עַמִּֽים	sudden fear of them had fallen on all the peoples	1	The implication is that as a result, no one helped anyone who attacked the Jews. If it would be helpful in your language, you could say this explicitly.
9:3	acj8			שָׂרֵ֨י הַ⁠מְּדִינ֜וֹת וְ⁠הָ⁠אֲחַשְׁדַּרְפְּנִ֣ים וְ⁠הַ⁠פַּח֗וֹת	the officials of the provinces, and the satraps and the governors	1	See how you translated these terms in [3:12](../03/12.md) and [8:9](../08/09.md). Alternate translation: “the government leaders in each province”
9:3	acj9			וְ⁠עֹשֵׂ֤י הַ⁠מְּלָאכָה֙ אֲשֶׁ֣ר לַ⁠מֶּ֔לֶךְ	and those doing the work that was for the king	1	Alternate translation: “anyone the king had trusted with his affairs”
9:3	ack0		rc://*/ta/man/translate/figs-metaphor	מְנַשְּׂאִ֖ים אֶת־הַ⁠יְּהוּדִ֑ים	were lifting up the Jews	1	Here, **lifting up** is a figurative way of saying “helping.” The picture is likely of someone helping a tired or injured person to stand or walk by holding them up. Alternate translation: “helped the Jews”
9:3	q2ue		rc://*/ta/man/translate/figs-metaphor	נָפַ֥ל פַּֽחַד־מָרְדֳּכַ֖י עֲלֵי⁠הֶֽם	dread of Mordecai had fallen on them	1	Here, **falling** is a metaphor meaning to affect someone. Alternate translation: “they were afraid of Mordecai”
9:4	j9r5		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי	For	1	This term introduces the reason why the officials and satraps and governors were becoming afraid of Mordecai.
9:4	xd49		rc://*/ta/man/translate/figs-explicit	גָ֤דוֹל מָרְדֳּכַי֙ בְּ⁠בֵ֣ית הַ⁠מֶּ֔לֶךְ	Mordecai was great in the palace of the king	1	The implication is that this is why all the other officials were afraid of Mordecai. If it would be helpful in your language, you could say this explicitly. Alternate translation, add: “They were afraid of him because”
9:4	ack1		rc://*/ta/man/translate/figs-metonymy	גָ֤דוֹל מָרְדֳּכַי֙ בְּ⁠בֵ֣ית הַ⁠מֶּ֔לֶךְ	Mordecai was great in the palace of the king	1	**The palace of the king** is a figurative way of describing the king’s administration by referring to the place where it was headquartered. Alternate translation: “was very important in the king’s government”
9:4	ack2			גָ֤דוֹל מָרְדֳּכַי֙ בְּ⁠בֵ֣ית הַ⁠מֶּ֔לֶךְ	Mordecai was great in the palace of the king	1	**Great** here is the same term that, as a verb, describes promotion within the king’s service in [3:1](../03/01.md) and [5:11](../05/11.md). Alternate translation: “Mordecai was a very important royal official”
9:4	mr66		rc://*/ta/man/translate/figs-personification	וְ⁠שָׁמְע֖⁠וֹ הוֹלֵ֣ךְ בְּ⁠כָל־הַ⁠מְּדִינ֑וֹת	and the report of him was going out into all the provinces	1	Here the story speaks of the news of Mordecai’s greatness as if it were a living thing that could travel throughout the empire. Alternate translation: “throughout the empire, everyone was hearing the news of his greatness”
9:4	j9r9		rc://*/ta/man/translate/figs-idiom	מָרְדֳּכַ֖י הוֹלֵ֥ךְ וְ⁠גָדֽוֹל	Mordecai was progressing and becoming great	1	This expression means that Mordecai continued to become more powerful and influential. Alternate translation: “Mordecai was becoming more famous because the king was giving him more and more power”
9:5	ack3			וַ⁠יַּכּ֤וּ הַ⁠יְּהוּדִים֙ בְּ⁠כָל־אֹ֣יְבֵי⁠הֶ֔ם מַכַּת־חֶ֥רֶב	And the Jews struck to all their enemies a strike of sword	1	After the information about Mordecai, the story now returns to tell what happened on the appointed day. You could add a phrase to show this. Alternate translation, add: “on the day when they were allowed to defend themselves”
9:5	ack4		rc://*/ta/man/translate/figs-idiom	וַ⁠יַּכּ֤וּ הַ⁠יְּהוּדִים֙ בְּ⁠כָל־אֹ֣יְבֵי⁠הֶ֔ם מַכַּת־חֶ֥רֶב	And the Jews struck to all their enemies a strike of sword	1	This expression means that the Jews defended themselves against their enemies, even to the point of killing people who attacked them. Alternate translation: “the Jews attacked all of their enemies and killed them with their swords”
9:5	j11d		rc://*/ta/man/translate/figs-synecdoche	מַכַּת־חֶ֥רֶב	a strike of sword	1	Swords were not necessarily the only weapons the Jews had and used. The sword is used to represent all of their weaponry. If it would be helpful in your language, you could express this more general meaning. Alternate translation: “the Jews took up their weapons and used them against their enemies”
9:5	j13d		rc://*/ta/man/translate/figs-doublet	וְ⁠הֶ֖רֶג וְ⁠אַבְדָ֑ן	and slaughter and destruction	1	These two words have the same meaning and are used together for emphasis. Alternate translation: “they destroyed them completely”
9:5	j15d		rc://*/ta/man/translate/figs-idiom	וַ⁠יַּֽעֲשׂ֥וּ בְ⁠שֹׂנְאֵי⁠הֶ֖ם כִּ⁠רְצוֹנָֽ⁠ם	And they did to those who hated them according to their pleasure	1	This expression does not mean that the Jews felt pleasure when they killed their enemies. Rather, it means that the Jews were able to defend themselves against their enemies and were not hindered in any way. Alternate translation: “they were able to do everything they wanted to do against their enemies”
9:5	ack5		rc://*/ta/man/translate/figs-idiom	בְ⁠שֹׂנְאֵי⁠הֶ֖ם	to those who hated them	1	This is an idiom that describes enemies.
9:6	b5ft			וּ⁠בְ⁠שׁוּשַׁ֣ן הַ⁠בִּירָ֗ה	And in Susa the citadel	1	Alternate translation: “just in Susa, the capital city”
9:6	j17d		rc://*/ta/man/translate/figs-doublet	הָרְג֤וּ & וְ⁠אַבֵּ֔ד	slaughtered and destroyed	1	These two words have the same meaning and are used together for emphasis. Alternate translation: “killed”
9:6	ha18		rc://*/ta/man/translate/translate-numbers	חֲמֵ֥שׁ מֵא֖וֹת אִֽישׁ	500 men	1	Alternate translation: “five hundred men”
9:7	ack6		rc://*/ta/man/translate/figs-explicit	פַּרְשַׁנְדָּ֛תָא & דַּֽלְפ֖וֹן & אַסְפָּֽתָא	Parshandatha & Dalphon & Aspatha	1	The story lists the names of Haman’s sons before explaining that they were his sons and that the Jews killed them. To be clear who these people are, you can add this information from verse 10 explicitly here. Alternate translation, add: “rhe Jews killed the ten sons of their enemy Haman son of Hammedatha. The names of his sons were …”
9:7	s6x2		rc://*/ta/man/translate/translate-names	פַּרְשַׁנְדָּ֛תָא & דַּֽלְפ֖וֹן & אַסְפָּֽתָא	Parshandatha & Dalphon & Aspatha	1	These are the names of men.
9:8	g6zx		rc://*/ta/man/translate/translate-names	פּוֹרָ֛תָא & אֲדַלְיָ֖א & אֲרִידָֽתָא	Poratha & Adalia & Aridatha	1	These are the names of men.
9:9	gj4p		rc://*/ta/man/translate/translate-names	פַּרְמַ֨שְׁתָּא֙ & אֲרִיסַ֔י & אֲרִדַ֖י & וַיְזָֽתָא	Parmashta & Arisai & Aridai & Vaizatha	1	These are the names of men.
9:10	fsa2		rc://*/ta/man/translate/translate-numbers	עֲ֠שֶׂרֶת בְּנֵ֨י	the ten sons of	1	Alternate translation: “the 10 sons”
9:10	xt5b		rc://*/ta/man/translate/figs-distinguish	צֹרֵ֥ר הַ⁠יְּהוּדִ֖ים	the adversary of the Jews	1	This phrase gives clarifying information about Haman. Alternate translation: “the enemy of the Jews”
9:10	j19d		rc://*/ta/man/translate/figs-idiom	לֹ֥א שָׁלְח֖וּ אֶת־יָדָֽ⁠ם	they did not stretch out their hand	1	Here the expression **to stretch out a hand** means to take something from another person. Alternate translation: “they did not take”
9:10	ack7			וּ⁠בַ֨⁠בִּזָּ֔ה	But & to the plunder	1	Alternate translation: “But … their possessions”
9:11	ack8			בַּ⁠יּ֣וֹם הַ⁠ה֗וּא	On that day	1	Alternate translation: “at the end of that day”
9:11	j21d		rc://*/ta/man/translate/figs-personification	בָּ֣א מִסְפַּ֧ר & לִ⁠פְנֵ֥י הַ⁠מֶּֽלֶךְ	the report of the number of & came to the face of the king	1	Here the story speaks about the report as if it were a living thing that could come into the king’s presence. Alternate translation: “one of the king’s servants told the king the number of”
9:11	acl0		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵ֥י הַ⁠מֶּֽלֶךְ	to the face of the king	1	Here, **face** represents the presence of a person. This phrase likely means that someone came into the king’s presence in order to deliver this report. Alternate translation: “someone came in and reported to the king”
9:11	j22d		rc://*/ta/man/translate/figs-activepassive	מִסְפַּ֧ר הַֽ⁠הֲרוּגִ֛ים	the report of the number of those who were killed	1	You can say this with an active form, and you can say who did the action. Alternate translation: “how many people the Jews had killed”
9:12	j33d		rc://*/ta/man/translate/figs-doublet	הָרְגוּ֩ & וְ⁠אַבֵּ֜ד	have slaughtered and destroyed	1	These terms mean the same thing and are used together for emphasis. Alternate translation: “killed”
9:12	cz3e		rc://*/ta/man/translate/translate-numbers	חֲמֵ֧שׁ מֵא֣וֹת אִ֗ישׁ	500 men	1	Alternate translation: “five hundred men”
9:12	acl1			וְ⁠אֵת֙	with	1	Alternate translation: “including”
9:12	j5p9		rc://*/ta/man/translate/translate-numbers	עֲשֶׂ֣רֶת בְּנֵֽי	ten sons of	1	Alternate translation: “10 sons”
9:12	vh5l		rc://*/ta/man/translate/figs-rquestion	בִּ⁠שְׁאָ֛ר מְדִינ֥וֹת הַ⁠מֶּ֖לֶךְ מֶ֣ה עָשׂ֑וּ	In the rest of the provinces of the king, what have they done	1	The king is making a statement, but he uses a question form to show that he is very convinced that the Jews must have also killed many people in the other provinces. Alternate translation: “what they must have done in the rest of the king’s provinces” or “they must have killed many more in the rest of the king’s provinces”
9:12	s3sr		rc://*/ta/man/translate/figs-parallelism	וּ⁠מַה־שְּׁאֵֽלָתֵ⁠ךְ֙ וְ⁠יִנָּ֣תֵֽן לָ֔⁠ךְ וּ⁠מַה־בַּקָּשָׁתֵ֥⁠ךְ ע֖וֹד וְ⁠תֵעָֽשׂ	Now what is your petition? And it will be given to you. And what is your request? Again, and it will be done	1	These two statements mean basically the same thing. Ahasuerus says the same thing twice to show that he is truly disposed to give Esther what she wants. If it would be confusing, you do not need to repeat both phrases in your translation. Alternate translation: “is there anything more that you want? Tell me, and I will do it for you”
9:12	n3ua		rc://*/ta/man/translate/figs-activepassive	וְ⁠יִנָּ֣תֵֽן לָ֔⁠ךְ & וְ⁠תֵעָֽשׂ	And it will be given to you. & and it will be done	1	You can capture these parallel passive statements with one statement using an active form. You can also say who will do the action. Alternate translation: “I will do it for you”
9:12	ly4g		rc://*/ta/man/translate/figs-abstractnouns	שְּׁאֵֽלָתֵ⁠ךְ֙ & בַּקָּשָׁתֵ֥⁠ךְ	your petition? & your request	1	The two abstract nouns **petition** and **request** can be expressed with a single phrase using the verb “want.” Alternate translation: “anything more that you want”
9:13	acl2		rc://*/ta/man/translate/figs-idiom	אִם־עַל־הַ⁠מֶּ֣לֶךְ ט֔וֹב	If it is good to the king	1	This is an idiom that has been used many times in the story. Alternate translation: “if it seems like a good idea to you, O king”
9:13	acl3		rc://*/ta/man/translate/figs-activepassive	יִנָּתֵ֣ן	let it be given	1	You can say this with an active form, and you can indicate that Esther is asking the king to do it. Alternate translation: “please allow”
9:13	nz41			גַּם־מָחָ֗ר לַ⁠יְּהוּדִים֙ אֲשֶׁ֣ר בְּ⁠שׁוּשָׁ֔ן לַ⁠עֲשׂ֖וֹת כְּ⁠דָ֣ת הַ⁠יּ֑וֹם	also tomorrow to the Jews who are in Susa to do according to the law of today	1	Alternate translation: “all the Jews who live in Susa to obey today’s decree tomorrow also” or “to do tomorrow also what was decreed that they should do today”
9:13	j43d			בְּ⁠שׁוּשָׁ֔ן	are in Susa	1	Alternate translation: “in the capital city of Susa”
9:13	acl4			עֲשֶׂ֥רֶת בְּנֵֽי־הָמָ֖ן יִתְל֥וּ	let the ten sons of Haman hang	1	The request is not for the king to allow the bodies to be impaled (or hanged), but instead, for the king to order this. Alternate translation: “and have the bodies of Haman’s ten sons hanged [or impaled]”
9:13	acl5		rc://*/ta/man/translate/translate-symaction	עֲשֶׂ֥רֶת בְּנֵֽי־הָמָ֖ן יִתְל֥וּ	let the ten sons of Haman hang	1	The purpose of this would not be to kill the sons, since they are already dead, but to demonstrate publicly that the enemies of the Jews had been completely defeated.
9:13	acl6		rc://*/ta/man/translate/figs-explicit	עֲשֶׂ֥רֶת בְּנֵֽי־הָמָ֖ן יִתְל֥וּ	let the ten sons of Haman hang	1	It is implicit that since Haman’s sons are already dead, what Esther is actually asking for is for their bodies to be impaled or hanged. If it would be helpful in your language, you could say this explicitly. Alternate translation: “the bodies of Haman’s ten sons”
9:13	nr1p		rc://*/ta/man/translate/translate-numbers	עֲשֶׂ֥רֶת בְּנֵֽי	ten sons of	1	Alternate translation: “10 sons”
9:13	qyu8		rc://*/ta/man/translate/translate-unknown	הָ⁠עֵֽץ	the pole	1	See how you translated this in [2:23](../02/23.md). Review the note there if that would be helpful.
9:14	acl7		rc://*/ta/man/translate/figs-activepassive	וַ⁠יֹּ֤אמֶר הַ⁠מֶּ֨לֶךְ֙ לְ⁠הֵֽעָשׂ֣וֹת כֵּ֔ן	And the king said for this to be done	1	You can say this with an active form. Alternate translation: “the king granted both of Esther’s requests”
9:14	acl8		rc://*/ta/man/translate/figs-explicit	וַ⁠תִּנָּתֵ֥ן דָּ֖ת בְּ⁠שׁוּשָׁ֑ן	And a law was given in Susa	1	This phrase, “in Susa,” seems to indicate that this refers to Esther’s first request. If it would be helpful in your language, you could say that explicitly. Alternate translation: “he issued a decree allowing the Jews in Susa to fight against their enemies again the next day”
9:14	j47d		rc://*/ta/man/translate/figs-activepassive	וַ⁠תִּנָּתֵ֥ן דָּ֖ת בְּ⁠שׁוּשָׁ֑ן	And a law was given in Susa	1	This can be stated in active form as in the UST.
9:14	j49d			בְּ⁠שׁוּשָׁ֑ן	in Susa	1	Alternate translation: “in the capital city of Susa”
9:14	acl9		rc://*/ta/man/translate/figs-explicit	תָּלֽוּ	they hanged	1	This was Esther’s second request. You can say who did the action. Alternate translation: “he ordered his servants to hang [or impale] the bodies of Haman’s ten sons”
9:14	j51d		rc://*/ta/man/translate/translate-numbers	עֲשֶׂ֥רֶת בְּנֵֽי	ten sons of	1	Alternate translation: “10 sons”
9:15	j55d			בְּ⁠שׁוּשָׁ֗ן	were in Susa	1	Alternate translation: “who lived in the capital city of Susa”
9:15	acm0			וַ⁠יִּֽקָּהֲל֞וּ	And & assembled themselves	1	Alternate translation: “joined together”
9:15	p9gc		rc://*/ta/man/translate/translate-ordinal	בְּ⁠י֣וֹם אַרְבָּעָ֤ה עָשָׂר֙	on day 14	1	Alternate translation: “on day 14”
9:15	j57d		rc://*/ta/man/translate/translate-hebrewmonths	לְ⁠חֹ֣דֶשׁ אֲדָ֔ר	of the month of Adar	1	**Adar** is the name of the twelfth and last month of the Hebrew calendar. See how you translated this in [3:7](../03/07.md), [3:13](../03/13.md), [8:12](../08/12.md), and [9:1](../09/01.md).
9:15	j59d			בְ⁠שׁוּשָׁ֔ן	in Susa	1	Alternate translation: “in the capital city of Susa”
9:15	j61d		rc://*/ta/man/translate/translate-numbers	שְׁלֹ֥שׁ מֵא֖וֹת אִ֑ישׁ	300 men	1	Alternate translation: “three hundred men”
9:15	lp12		rc://*/ta/man/translate/figs-idiom	וּ⁠בַ֨⁠בִּזָּ֔ה לֹ֥א שָׁלְח֖וּ אֶת־יָדָֽ⁠ם	But they did not stretch out their hand to the plunder	1	Here, the expression **to stretch out a hand** means to take something from another person. Alternate translation: “they did not take the things that belonged to them”
9:16	j65d		rc://*/ta/man/translate/figs-metaphor	נִקְהֲל֣וּ ׀ וְ⁠עָמֹ֣ד עַל־נַפְשָׁ֗⁠ם	assembled themselves and stood for their lives	1	Here, **standing** is a metaphor meaning to defend oneself and to fight back instead of running away from an enemy. See how you translated this in [8:11](../08/11.md). Alternate translation: “joined together to fight back against their enemies”
9:16	acm2		rc://*/ta/man/translate/figs-explicit	נִקְהֲל֣וּ ׀ וְ⁠עָמֹ֣ד עַל־נַפְשָׁ֗⁠ם	assembled themselves and stood for their lives	1	It’s implicit here, and stated explicitly in the next verse, that these other Jews fought their enemies only on the thirteenth day. If it would be helpful in your language, you could say that explicitly here. Alternate translation, add: “on the thirteenth day of the month of Adar”
9:16	acm3		rc://*/ta/man/translate/figs-metaphor	וְ⁠נ֨וֹחַ֙ מֵ⁠אֹ֣יְבֵי⁠הֶ֔ם	and they rested from their enemies	1	Here, **resting** is a figurative way of saying that they no longer needed to fight against their enemies because they had won the battle. Alternate translation: “they had no more trouble from their enemies”
9:16	kms1			וְ⁠הָרֹג֙ בְּ⁠שֹׂ֣נְאֵי⁠הֶ֔ם חֲמִשָּׁ֥ה וְ⁠שִׁבְעִ֖ים אָ֑לֶף	and they slaughtered 75,000 of those who hated them	1	Alternate translation: “and killed 75,000 of them”
9:16	i1d1		rc://*/ta/man/translate/translate-numbers	חֲמִשָּׁ֥ה וְ⁠שִׁבְעִ֖ים אָ֑לֶף	75,000	1	Alternate translation: “seventy-five thousand”
9:16	m2cx			לֹ֥א שָֽׁלְח֖וּ אֶת־יָדָֽ⁠ם	they did not stretch out their hand	1	Alternate translation: “they did not take the things that belonged to them” or “they did not take the valuable things” or “the did not take their possessions”
9:17	ll4f		rc://*/ta/man/translate/translate-ordinal	בְּ⁠יוֹם־שְׁלֹשָׁ֥ה עָשָׂ֖ר	On day 13	1	Alternate translation: “on the thirteenth day”
9:17	j67d		rc://*/ta/man/translate/translate-hebrewmonths	לְ⁠חֹ֣דֶשׁ אֲדָ֑ר	of the month of Adar	1	**Adar** is the name of the twelfth and last month of the Hebrew calendar. See how you translated this in [3:7](../03/07.md), [3:13](../03/13.md), [8:12](../08/12.md), [9:1](../09/01.md), and [9:15](../09/15.md).
9:17	acm5			בְּ⁠אַרְבָּעָ֤ה עָשָׂר֙ בּ֔⁠וֹ וְ⁠עָשֹׂ֣ה אֹת֔⁠וֹ י֖וֹם מִשְׁתֶּ֥ה וְ⁠שִׂמְחָֽה	On the fourteenth of it, then they made it a day of feasting and rejoicing	1	Alternate translation: “they devoted the next day, the fourteenth day of the month of Adar, to joyful celebration” or “they feasted joyfully the next day, the fourteenth day of the month of Adar”
9:17	kjj1		rc://*/ta/man/translate/translate-ordinal	בְּ⁠אַרְבָּעָ֤ה עָשָׂר֙ בּ֔⁠וֹ	On the fourteenth of it	1	Alternate translation: “on day 14”
9:17	j69d		rc://*/ta/man/translate/figs-hendiadys	מִשְׁתֶּ֥ה וְ⁠שִׂמְחָֽה	feasting and rejoicing	1	This phrase expresses a single idea by using two words connected with “and.” The word **rejoicing** tells how they celebrated. Alternate translation: “joyful celebration”
9:17	acm6		rc://*/ta/man/translate/figs-synecdoche	מִשְׁתֶּ֥ה	feasting	1	This is a figure of speech in which a part of something is used to mean the whole thing. The celebrations must have included more than just eating special meals together, but the story uses those meals to refer to the entire celebrations.
9:18	w531			וְהַיְּהוּדִ֣ים אֲשֶׁר־בְּ⁠שׁוּשָׁ֗ן נִקְהֲלוּ֙	But the Jews who were in Susa assembled themselves	1	Alternate translation: “but the Jews who lived in the capital city of Susa”
9:18	acm7		rc://*/ta/man/translate/figs-explicit	נִקְהֲלוּ֙	assembled themselves	1	The implication is that they did this to fight against their enemies. This can be stated explicitly. Alternate translation: “the Jews who lived in Susa joined together to fight against their enemies”
9:18	acm8		rc://*/ta/man/translate/figs-explicit	בִּ⁠שְׁלֹשָׁ֤ה עָשָׂר֙ בּ֔⁠וֹ וּ⁠בְ⁠אַרְבָּעָ֥ה עָשָׂ֖ר בּ֑⁠וֹ	on the thirteenth of it and on the fourteenth of it	1	If it would be helpful in your language, you could say which month this is. Alternate translation: “on the thirteenth and fourteenth days of the month of Adar”
9:18	j73d		rc://*/ta/man/translate/translate-ordinal	בִּ⁠שְׁלֹשָׁ֤ה עָשָׂר֙ בּ֔⁠וֹ	on the thirteenth of it	1	Alternate translation: “on day 13”
9:18	j75d		rc://*/ta/man/translate/translate-ordinal	וּ⁠בְ⁠אַרְבָּעָ֥ה עָשָׂ֖ר בּ֑⁠וֹ	and on the fourteenth of it	1	Alternate translation: “and on day 14”
9:18	acm9		rc://*/ta/man/translate/figs-metaphor	וְ⁠נ֗וֹחַ בַּ⁠חֲמִשָּׁ֤ה עָשָׂר֙ בּ֔⁠וֹ וְ⁠עָשֹׂ֣ה אֹת֔⁠וֹ י֖וֹם מִשְׁתֶּ֥ה וְ⁠שִׂמְחָֽה	And they rested on the fifteenth of it, and they made it a day of feasting and rejoicing	1	**Resting** is a figurative way of saying that they no longer needed to fight against their enemies because they had won the battle. Alternate translation: “they defeated them, and there was no fighting on the fifteenth day. They devoted that day to joyful celebration”
9:18	j77d		rc://*/ta/man/translate/translate-ordinal	בַּ⁠חֲמִשָּׁ֤ה עָשָׂר֙ בּ֔⁠וֹ	on the fifteenth of it	1	Alternate translation: “on day 15”
9:18	j79d		rc://*/ta/man/translate/figs-hendiadys	מִשְׁתֶּ֥ה וְ⁠שִׂמְחָֽה	feasting and rejoicing	1	This phrase means the same thing as in the previous verse. Alternate translation: “for feasting joyfully”
9:19	j81d		rc://*/ta/man/translate/grammar-connect-logic-result	עַל־כֵּ֞ן	Therefore	1	This term introduces the result of the events that were described in the previous verse. Alternate translation: “for that reason” or “that is why”
9:19	acn0		rc://*/ta/man/translate/figs-parallelism	הַ⁠יְּהוּדִ֣ים הַפְּרָזִ֗ים הַ⁠יֹּשְׁבִים֮ בְּ⁠עָרֵ֣י הַ⁠פְּרָזוֹת֒	the Jews, the ones of the open country, the ones who dwell in the cities of the open areas	1	These two phrases mean similar things. They are used together to make the identification of this group clear. The first phrase means that they lived in rural areas. The second phrase means they lived in settlements that did not have walls around them, that is, in villages. You can combine these phrases. Alternate translation: “the Jews who live in villages in the countryside”
9:19	acn1		rc://*/ta/man/translate/figs-explicit	עֹשִׂ֗ים אֵ֠ת י֣וֹם אַרְבָּעָ֤ה עָשָׂר֙ & וְ⁠י֣וֹם ט֑וֹב	make day 14 of & and a good day	1	The implication is that this explanation is being offered for the benefit of city-dwelling Jews who might wonder why rural Jews celebrate this holiday on a different day. If it would be helpful in your language, you could say this explicitly. Alternate translation, add: “rather than on the fifteenth day.”
9:19	acn2			עֹשִׂ֗ים אֵ֠ת י֣וֹם אַרְבָּעָ֤ה עָשָׂר֙ & וְ⁠י֣וֹם ט֑וֹב	make day 14 of & and a good day	1	Alternate translation: “observe this holiday on the fourteenth day”
9:19	j83d		rc://*/ta/man/translate/translate-ordinal	י֣וֹם אַרְבָּעָ֤ה עָשָׂר֙	day 14 of	1	Alternate translation: “the fourteenth day”
9:19	j85d		rc://*/ta/man/translate/translate-hebrewmonths	לְ⁠חֹ֣דֶשׁ אֲדָ֔ר	the month of Adar	1	**Adar** is the name of the twelfth and last month of the Hebrew calendar. See how you translated this in [3:7](../03/07.md), [3:13](../03/13.md), [8:12](../08/12.md), [9:1](../09/01.md), [9:15](../09/15.md) and [9:17](../09/17.md).
9:19	j87d		rc://*/ta/man/translate/figs-hendiadys	שִׂמְחָ֥ה וּ⁠מִשְׁתֶּ֖ה	for rejoicing and for feasting	1	As in verses 17 and 18, this means “by celebrating joyfully”
9:19	j89d		rc://*/ta/man/translate/figs-idiom	וְ⁠י֣וֹם ט֑וֹב	and a good day	1	This expression generally means a day of happiness or celebration.
9:19	acn3		rc://*/ta/man/translate/translate-symaction	וּ⁠מִשְׁל֥וֹחַ מָנ֖וֹת אִ֥ישׁ לְ⁠רֵעֵֽ⁠הוּ	and for the sending of gifts, a man to his friend	1	Giving gifts, in this culture as in many cultures, was a way of acknowledging a special occasion. Alternate translation: “and by giving gifts to one another”
9:19	j91d		rc://*/ta/man/translate/figs-idiom	אִ֥ישׁ לְ⁠רֵעֵֽ⁠הוּ	a man to his friend	1	Here, **a man** means “a person.” The term **friend** would include family members and neighbors as well as social friends. Alternate translation: “to one another”
9:20	acn4			וַ⁠יִּכְתֹּ֣ב & הַ⁠דְּבָרִ֖ים הָ⁠אֵ֑לֶּה	And & wrote these things	1	Alternate translation: “wrote an account of all of these events”
9:20	acn5			כָּל־הַ⁠יְּהוּדִ֗ים אֲשֶׁר֙ בְּ⁠כָל־מְדִינוֹת֙ הַ⁠מֶּ֣לֶךְ אֲחַשְׁוֵר֔וֹשׁ	all the Jews who were in all the provinces of the king Ahasuerus	1	Alternate translation: “all the Jews everywhere in the kingdom”
9:20	j95d		rc://*/ta/man/translate/figs-merism	הַ⁠קְּרוֹבִ֖ים וְ⁠הָ⁠רְחוֹקִֽים	the near ones and the far ones	1	This is a figurative way of referring to something by speaking of two extreme parts of it in order to include everything in between. This expression means the Jews who lived in or near Susa, those who lived far away, and all Jews in between. Alternate translation: “everywhere they lived”
9:21	acn6		rc://*/ta/man/translate/figs-idiom	לְ⁠קַיֵּם֮ עֲלֵי⁠הֶם֒ לִ⁠הְי֣וֹת עֹשִׂ֗ים	to set up for them to be making	1	Here, **to set up** means to establish, and to **make** a day means to observe it as a holiday. Alternate translation: “to establish … as a holiday”
9:21	j97d		rc://*/ta/man/translate/translate-ordinal	י֣וֹם אַרְבָּעָ֤ה עָשָׂר֙	day 14	1	Alternate translation: “the fourteenth day”
9:21	j99d		rc://*/ta/man/translate/translate-hebrewmonths	לְ⁠חֹ֣דֶשׁ אֲדָ֔ר	of the month of Adar	1	**Adar** is the name of the twelfth and last month of the Hebrew calendar. See how you translated this in [3:7](../03/07.md), [3:13](../03/13.md), [8:12](../08/12.md), [9:1](../09/01.md), [9:15](../09/15.md), [9:17](../09/17.md), and [9:19](../09/19.md).
9:21	j111		rc://*/ta/man/translate/translate-ordinal	יוֹם־חֲמִשָּׁ֥ה עָשָׂ֖ר בּ֑⁠וֹ	day 15 of it	1	Alternate translation: “the fifteenth day”
9:21	n4v9		rc://*/ta/man/translate/figs-idiom	בְּ⁠כָל־שָׁנָ֖ה וְ⁠שָׁנָֽה	every year by year	1	This expression means “every year.” Alternation translation: “each year”
9:22	acn7		rc://*/ta/man/translate/grammar-connect-logic-result	כַּ⁠יָּמִ֗ים אֲשֶׁר	as the days when & as	1	This verse gives the reason for what Mordecai told the Jews to do in the previous verse. Alternate translation: “because those were the days when”
9:22	acn8		rc://*/ta/man/translate/figs-metaphor	נָ֨חוּ בָ⁠הֶ֤ם הַ⁠יְּהוּדִים֙ מֵ⁠א֣וֹיְבֵי⁠הֶ֔ם	the Jews rested on them from their enemies	1	As in verses 16, 17, and 18, **resting** here is a figurative way of saying that they no longer needed to fight against their enemies because they had won the battle. Alternate translation: “the Jews stopped fighting because they had defeated their enemies”
