Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
41:19	i42l			שֶֽׁבַע פָּר֤וֹת אֲחֵרוֹת֙ עֹל֣וֹת אַחֲרֵי⁠הֶ֔ן	seven other cows came up after them	1	" Alternate translation: “seven other cows came up out of the river behind the first cows;”"
41:19	rdqs		rc://*/ta/man/translate/figs-infostructure	דַּלּ֨וֹת וְ⁠רָע֥וֹת תֹּ֛אַר מְאֹ֖ד וְ⁠רַקּ֣וֹת בָּשָׂ֑ר	poor and very ugly of form and thin-fleshed	1	For some languages it is more natural to put this information earlier in this sentence and say, “Then behold, seven poor/weak, very sickly-looking, scrawny cows came up out of the river behind the first cows/ones.” Do what is best in your language. Alternate translation: “they were in horrible condition, very sickly-looking and scrawny”
41:19	aheq			לֹֽא רָאִ֧יתִי	I have not seen	1	" Alternate translation: “In fact, I have not seen”"
41:19	r1l2			כָ⁠הֵ֛נָּה & לָ⁠רֹֽעַ	cows} as ugly as those	1	" Alternate translation: “cows in such bad condition”"
41:19	uiug			בְּ⁠כָל אֶ֥רֶץ מִצְרַ֖יִם	in all the land of Egypt	1	" Alternate translation: “in the whole country of Egypt!” or “anywhere in the country of Egypt!”"
41:20	lyd5			וַ⁠תֹּאכַ֨לְנָה֙ הַ⁠פָּר֔וֹת הָ⁠רַקּ֖וֹת וְ⁠הָ⁠רָע֑וֹת	Then the thin and ugly cows ate	1	See how you translated **ate** in verse 4. Alternate translation: “Then the skinny, unhealthy cows devoured” or “Then the cows that were scrawny and sickly swallowed up”
41:20	jldm			אֵ֣ת שֶׁ֧בַע הַ⁠פָּר֛וֹת הָ⁠רִאשֹׁנ֖וֹת הַ⁠בְּרִיאֹֽת	the first seven fat cows	1	See how you translated **fat** or “fat-fleshed” in verses 2, 4, 18 and 20. Alternate translation: “the seven well-fed cows.”
41:21	c485			וַ⁠תָּבֹ֣אנָה אֶל קִרְבֶּ֗⁠נָה וְ⁠לֹ֤א נוֹדַע֙	So they went into their bellies, but it could not be known	1	" Alternate translation: “But even after they had eaten them, no one would ever know” or “But although the scrawny cows had swallowed the fat ones, it could not be seen”"
41:21	dvnf			כִּי בָ֣אוּ אֶל קִרְבֶּ֔⁠נָה	that they had gone into their bellies	1	" Alternate translation: “that they had eaten them,”"
41:21	ybtr			וּ⁠מַרְאֵי⁠הֶ֣ן רַ֔ע כַּ⁠אֲשֶׁ֖ר בַּ⁠תְּחִלָּ֑ה	and their appearance {was} just as ugly as at the beginning	1	" Alternate translation: “because they still looked just as scrawny as they had before.”"
41:21	slc5			וָ⁠אִיקָֽץ	Then I woke up	1	" Alternate translation: “At that point, I woke up.”"
41:22	g8dw			וָ⁠אֵ֖רֶא בַּ⁠חֲלֹמִ֑⁠י וְ⁠הִנֵּ֣ה	Then I saw in my dream, and behold	1	" Alternate translation: “Then I fell asleep again and continued dreaming. This time I saw that there were” or “Then I went back to sleep and had another dream. In this dream there were”"
41:22	atel		rc://*/ta/man/translate/figs-infostructure	שֶׁ֣בַע שִׁבֳּלִ֗ים עֹלֹ֛ת בְּ⁠קָנֶ֥ה אֶחָ֖ד מְלֵאֹ֥ת וְ⁠טֹבֽוֹת	seven heads of grain came up on one stalk, full and good	1	See how you translated verse 5, which is similar to verse 22. Alternate translation: “seven heads of grain growing on a single plant. They were full of ripe grain kernels.” or “seven full beautiful heads of grain growing on the same stalk”
41:23	govd			וְ⁠הִנֵּה֙	Then behold	1	See how you translated verse 6, which is similar to verse 23. Alternate translation: “Next I saw that”
41:23	i1u0			שֶׁ֣בַע שִׁבֳּלִ֔ים צְנֻמ֥וֹת דַּקּ֖וֹת שְׁדֻפ֣וֹת קָדִ֑ים	seven heads of grain, withered, thin {and} scorched {by} the east wind	1	" Alternate translation: “seven heads of grain that were small and withered because they were dried out by the hot east wind” or “seven small, withered heads of grain that the hot east wind had dried out”"
41:23	ksuc			צֹמְח֖וֹת	sprouted	1	" Alternate translation: “grew up” or “were growing”"
41:23	nr7f		rc://*/ta/man/translate/figs-infostructure	אַחֲרֵי⁠הֶֽם	after them	1	For some languages it is more natural to change the order of phrases in this verse and say, “Then seven small heads of grain sprouted on the same plant next to the first heads/ones. These had withered/wilted because the hot east/desert wind had dried them out.” Do what is best in your language. Alternate translation: “next to them on the same stalk” or “on the same stalk beside the first heads”
41:24	vdiv			וַ⁠תִּבְלַ֨עְןָ֙ הָ⁠שִׁבֳּלִ֣ים הַ⁠דַּקֹּ֔ת	Then the thin heads of grain swallowed up	1	See how you translated the first half of verse 7, which is similar to the first half of verse 24. Alternate translation: “Then the small heads of grain ate up” or “… swallowed down” or “… devoured”
41:24	ae4y			אֵ֛ת שֶׁ֥בַע הַֽ⁠שִׁבֳּלִ֖ים הַ⁠טֹּב֑וֹת	the seven good heads of grain	1	See how you translated **good** in verses 5 and 22. Alternate translation: “the seven beautiful heads”
41:24	f5d7			וָֽ⁠אֹמַר֙ אֶל הַֽ⁠חַרְטֻמִּ֔ים	And I told {this} to the magicians	1	See how you translated **magicians** in verse 8. Alternate translation: “I told my dreams to my magicians”
41:24	jbyt			וְ⁠אֵ֥ין מַגִּ֖יד לִֽ⁠י	but no one {could} explain {it} to me	1	See how you translated a different Hebrew word that means **explain** or “interpret” in verse 8. Alternate translation: “but they could not explain them for me.”
41:25	l70m		rc://*/ta/man/translate/writing-quotations	וַ⁠יֹּ֤אמֶר יוֹסֵף֙ אֶל פַּרְעֹ֔ה	Then Joseph said to Pharaoh	1	" Alternate translation: “Then Joseph responded to Pharaoh,”"
41:25	g0g2		rc://*/ta/man/translate/figs-123person	חֲל֥וֹם פַּרְעֹ֖ה אֶחָ֣ד	Pharaoh’s dreams {are} one	1	In verses 25, 28, 32-35, Joseph uses third person (“Pharaoh … his … he…”) to show respect for Pharaoh. For some languages, it is confusing to do that, so second person (“you … your… you …”) must be used instead. Some languages have an honorific such as “your Majesty/Honor” that could be used occasionally in these verses instead of third person. Do what is best in your language. Also see what you did in verses 10 and 13. Alternate translation: “Your Honor, both of your dreams mean the same thing.”
41:25	lvoo		rc://*/ta/man/translate/figs-infostructure	ה֑וּא אֵ֣ת אֲשֶׁ֧ר הָ⁠אֱלֹהִ֛ים עֹשֶׂ֖ה הִגִּ֥יד לְ⁠פַרְעֹֽה	What God is doing he has shown to Pharaoh	1	The Hebrew text emphasizes “what God is doing” by putting that phrase first in the sentence. Consider what is the most natural phrase order for this sentence in your language. Alternate translation: “Through them, God is showing to you what he will do.” or “God has revealed to you, King Pharaoh, what he is planning to do.”
41:26	e65z			שֶׁ֧בַע פָּרֹ֣ת הַ⁠טֹּבֹ֗ת שֶׁ֤בַע שָׁנִים֙	The seven good cows {are} seven years	1	" Alternate translation: “The seven healthy cows in your dream symbolize seven years,”"
41:26	ypp7			וְ⁠שֶׁ֤בַע הַֽ⁠שִּׁבֳּלִים֙ הַ⁠טֹּבֹ֔ת שֶׁ֥בַע שָׁנִ֖ים	and the seven good heads of grain {are} seven years	1	" Alternate translation: “and the seven beautiful heads of grain symbolize the same seven years.”"
41:26	igdu			חֲל֖וֹם אֶחָ֥ד	The dreams {are} one	1	See how you translated **dreams are one** in verse 25. Alternate translation: “Both dreams have the same meaning.”
41:27	hlx6			וְ⁠שֶׁ֣בַע הַ֠⁠פָּרוֹת הָֽ⁠רַקּ֨וֹת וְ⁠הָ⁠רָעֹ֜ת	And the seven thin and ugly cows	1	See how you translated **thin and ugly cows** in verse 20, and how you translated **thin** in verse 19. Alternate translation: “The seven skinny and sickly cows”
41:27	htpa			הָ⁠עֹלֹ֣ת אַחֲרֵי⁠הֶ֗ן	that came up after them	1	" Alternate translation: “that came up out of the river behind the first cows”"
41:27	r05h			שֶׁ֤בַע שָׁנִים֙ הֵ֔נָּה וְ⁠שֶׁ֤בַע הַֽ⁠שִׁבֳּלִים֙ הָ⁠רֵק֔וֹת	are} seven years, and {so are} the seven thin heads of grain	1	See how you translated **thin** in verses 6 and 23, and consider again how you translated **heads of grain** in verses 5-7, 22-24, 26-27. Alternate translation: “symbolize a different seven years, and so do the seven small heads of grain”
41:27	m5pk			שְׁדֻפ֖וֹת הַ⁠קָּדִ֑ים	scorched by the east wind	1	See how you translated this phrase in verses 6 and 23. Also consider again how you translated **east** in the book of Genesis; see Gen 2:8; 3:24; 10:30; 11:2; 12:8; 13:11; 14; 25:6; 28:14; 29:1, 41:6, 23, 27. It may be necessary to translate this term in different ways, depending on the context. Alternate translation: “that the hot east wind had dried up.” or “that the desert wind from the east had dried up.”
41:27	r6nf			יִהְי֕וּ שֶׁ֖בַע שְׁנֵ֥י רָעָֽב	There will be seven years of famine	1	A **famine** is a prolonged period of time when people are starving because crops are failing, often due to a lack of rain or other severe weather conditions. See how you translated this term in Gen 12:10 and 26:1. Alternate translation: “Both dreams mean that there will be seven years when food will be very scarce.”
41:28	bg5w		rc://*/ta/man/translate/figs-123person	ה֣וּא הַ⁠דָּבָ֔ר אֲשֶׁ֥ר דִּבַּ֖רְתִּי אֶל פַּרְעֹ֑ה	That {is} the word that I have spoken to Pharaoh	1	Consider what is the best way to refer to Pharaoh here in your language. See what you did in verse 25. Alternate translation: “Your Honor, as I told you before,”
41:28	blxs		rc://*/ta/man/translate/figs-infostructure	אֲשֶׁ֧ר הָ⁠אֱלֹהִ֛ים עֹשֶׂ֖ה הֶרְאָ֥ה אֶת פַּרְעֹֽה	What God is doing he has shown to Pharaoh	1	See how you translated this clause in verse 25. Alternate translation: “God is showing to you what he will do.” or “God has shown to you what he is about to do.”
41:29	vb43			שָׂבָ֥ע גָּד֖וֹל	of} great abundance	1	" Alternate translation: “when crops are abundant” or “when everyone will have plenty of food to eat”"
41:29	pa2o			בְּ⁠כָל אֶ֥רֶץ מִצְרָֽיִם	in all the land of Egypt	1	" Alternate translation: “throughout the whole land of Egypt.”"
41:30	ehv4			וְ֠⁠קָמוּ שֶׁ֜בַע שְׁנֵ֤י רָעָב֙ אַחֲרֵי⁠הֶ֔ן	But seven years of famine will rise up after them	1	See how you translated **famine** in verse 27. Alternate translation: “But after them there will be a famine that lasts seven years,” or “But after those prosperous years, there will be seven years when food is very scarce,”
41:30	wx5u			וְ⁠נִשְׁכַּ֥ח כָּל הַ⁠שָּׂבָ֖ע בְּ⁠אֶ֣רֶץ מִצְרָ֑יִם	so that all the abundance in the land of Egypt will be forgotten	1	Consider whether or not it is better in your language to begin a new sentence here. Alternate translation: “So people in the country of Egypt will forget how good it was during the time when they had plenty of food,”
41:30	lvdu		rc://*/ta/man/translate/figs-metonymy	וְ⁠כִלָּ֥ה הָ⁠רָעָ֖ב אֶת־הָ⁠אָֽרֶץ	and the famine will consume the land	1	The phrase **the land** here probably also includes the people who lived in that country. Alternate translation: “because the famine will destroy the land and the people.” or “because the severe food shortage will ravage the land so that many people will starve.”
41:31	xglq		rc://*/ta/man/translate/grammar-connect-words-phrases	וְ⁠לֹֽא־יִוָּדַ֤ע הַ⁠שָּׂבָע֙ בָּ⁠אָ֔רֶץ	And the abundance in the land will not be remembered	1	Verse 31 restates much of the content of verse 30, so keep that it mind as you translate the beginning of this verse. Alternate translation: “Indeed, there will be no evidence left that there were years when there was more than enough food,”
41:31	sqe9		rc://*/ta/man/translate/figs-infostructure	מִ⁠פְּנֵ֛י הָ⁠רָעָ֥ב הַ⁠ה֖וּא אַחֲרֵי כֵ֑ן כִּֽי כָבֵ֥ד ה֖וּא מְאֹֽד	because of that famine after it, because it {will be} very heavy	1	For some languages, it clearer and more natural to put this clause near the beginning of this verse and say, “Yes, the famine that is coming will be so severe/terrible that people will completely forget about the time/years when food was abundant/plentiful in the land.” Do what is best in your language. Alternate translation: “because the famine that happens after that will be very oppressive.” or “because the following years when food is scarce will be so terrible.”
41:32	ohs3		rc://*/ta/man/translate/figs-123person	וְ⁠עַ֨ל הִשָּׁנ֧וֹת הַ⁠חֲל֛וֹם אֶל פַּרְעֹ֖ה פַּעֲמָ֑יִם כִּֽי	And as for the repeating of the dream to Pharaoh twice, {it is} because	1	" Alternate translation: “The reason you had the same dream in two different ways is that”"
41:32	btn0			נָכ֤וֹן הַ⁠דָּבָר֙ מֵ⁠עִ֣ם הָ⁠אֱלֹהִ֔ים	the matter has been established by God	1	" Alternate translation: “God has firmly decided what he is going to do,” or “God wants you to know that this will definitely happen,”"
41:32	p6nh			וּ⁠מְמַהֵ֥ר הָ⁠אֱלֹהִ֖ים לַ⁠עֲשֹׂתֽ⁠וֹ	and God will soon do it	1	" Alternate translation: “and he will cause it to happen very soon.”"
41:33	ava1		rc://*/ta/man/translate/figs-123person	וְ⁠עַתָּה֙ יֵרֶ֣א פַרְעֹ֔ה אִ֖ישׁ	And now let Pharaoh seek a man	1	" Alternate translation: “So King Pharaoh, you should now look for a man” or “So now, your Highness, I recommend that you choose a man”"
41:33	j1ph			נָב֣וֹן וְ⁠חָכָ֑ם	who is} discerning and wise	1	" Alternate translation: “who is insightful and knows what to do,” or “who is wise and can make good decisions,”"
41:33	wtra			וִ⁠ישִׁיתֵ֖⁠הוּ עַל	and set him over	1	" Alternate translation: “and put him in charge of” or “and give him authority over”"
41:33	dg3a		rc://*/ta/man/translate/figs-metonymy	אֶ֥רֶץ מִצְרָֽיִם	the land of Egypt	1	See how you translated **the land** in verse 30. Alternate translation: “the country of Egypt and its people.”
41:34	zhau		rc://*/ta/man/translate/figs-123person	יַעֲשֶׂ֣ה פַרְעֹ֔ה וְ⁠יַפְקֵ֥ד פְּקִדִ֖ים	Let Pharaoh do {this}: Let him set supervisors	1	" Alternate translation: “King Pharaoh, I also recommend that you appoint regional administrators” or “Sir, you should also appoint …”"
41:34	pdqm			עַל הָ⁠אָ֑רֶץ	over the land	1	" Alternate translation: “to be in charge of different regions of the country,” or “to manage different regions of the country,”"
41:34	p2kn			וְ⁠חִמֵּשׁ֙	and let him take a fifth	1	Consider whether or not it is more natural to begin a new sentence here in your language. Alternate translation: “and have them gather from the people one-fifth” or “Then command them to collect …”
41:34	lx6v		rc://*/ta/man/translate/figs-metonymy	אֶת־אֶ֣רֶץ מִצְרַ֔יִם	of the land of Egypt	1	In this context, “the land/country” refers to the crops that were growing in Egypt. Make sure that is clear in your translation. Alternate translation: “of all the grain that they harvest in the country of Egypt” or “of everything the land of Egypt produces”
41:34	xfxu			בְּ⁠שֶׁ֖בַע שְׁנֵ֥י הַ⁠שָּׂבָֽע	in the seven years of abundance	1	See how you translated **abundance** in verses 29-31. Alternate translation: “during the seven years when crops are abundant” or “during the seven years when there will be more than enough crops”
41:35	wuzc			וְ⁠יִקְבְּצ֗וּ	And they should gather	1	" Alternate translation: “Have them gather”"
41:35	i7oy			אֶת־כָּל־אֹ֨כֶל֙ הַ⁠שָּׁנִ֣ים הַ⁠טֹּבֹ֔ת הַ⁠בָּאֹ֖ת הָ⁠אֵ֑לֶּה	all the food of the good years that are coming	1	" Alternate translation: “all that extra grain from the prosperous years that will come.” or “all that extra food during the good years ahead when there will be plenty of food.”"
41:35	pghx			וְ⁠יִצְבְּרוּ בָ֞ר	And they should store {that} grain	1	" Alternate translation: “Have them stockpile that grain” or “Command them to store up that grain”"
41:35	v7cn		rc://*/ta/man/translate/figs-123person	תַּ֧חַת יַד פַּרְעֹ֛ה	under Pharaoh’s hand	1	Consider again how you translated the use of the third person to address Pharaoh respectfully in verses 10, 13, 25, 32-35. Also, for some languages it may be better to put this phrase earlier and say, “Using your authority, King Pharaoh, have them stockpile that grain in storehouses...” Do what is best in your language. Alternate translation: “with your authority, King Pharaoh,”
41:35	olfb			אֹ֥כֶל בֶּ⁠עָרִ֖ים וְ⁠שָׁמָֽרוּ	for} food in the cities and guard {it	1	" Alternate translation: “in the cities for food and have soldiers keep it safe.”"
41:36	a822			וְ⁠הָיָ֨ה הָ⁠אֹ֤כֶל לְ⁠פִקָּדוֹן֙	And the food should be in reserve	1	" Alternate translation: “That extra food should be kept in storage” or “That grain should stay in storage” or “They must continue to store that surplus grain”"
41:36	sfjy		rc://*/ta/man/translate/figs-metonymy	לָ⁠אָ֔רֶץ	for the land	1	The phrase **the land** refers here to the people who live in the land of Egypt. Make sure that is clear in your translation. Alternate translation: “for the people of the land to eat” or “so that the people of the land have it to eat”
41:36	cxiu			לְ⁠שֶׁ֨בַע֙ שְׁנֵ֣י הָ⁠רָעָ֔ב אֲשֶׁ֥ר תִּהְיֶ֖יןָ	for the seven years of famine that will come	1	" Alternate translation: “during the seven years when food is very scarce”"
41:36	i6wb			בְּ⁠אֶ֣רֶץ מִצְרָ֑יִם	on the land of Egypt	1	Consider whether or not it is natural in your language to repeat “the land/country” in this sentence. Alternate translation: “in Egypt,”
41:36	yzst		rc://*/ta/man/translate/writing-pronouns	וְ⁠לֹֽא־תִכָּרֵ֥ת הָ⁠אָ֖רֶץ	so that the land will not be cut off	1	Make sure the way you translated “the people of/in the land/country” at the beginning of this verse fits with how you translate it here. It is helpful to read your translation aloud to make sure it is clear and natural. Alternate translation: “so that the people in the land” or “so that the people”
41:36	javn		rc://*/ta/man/translate/figs-idiom	וְ⁠לֹֽא־תִכָּרֵ֥ת הָ⁠אָ֖רֶץ	so that the land will not be cut off	1	See how you translated the idiom **cut off** in Gen 9:11. It may be necessary to translate it differently here because of the different context. Alternate translation: “will not be destroyed by”
41:36	tiu5			בָּ⁠רָעָֽב	by the famine	1	" Alternate translation: “the severe food scarcity”"
41:37	yzkw		rc://*/ta/man/translate/figs-idiom	וַ⁠יִּיטַ֥ב הַ⁠דָּבָ֖ר בְּ⁠עֵינֵ֣י פַרְעֹ֑ה וּ⁠בְ⁠עֵינֵ֖י כָּל עֲבָדָֽי⁠ו	And the word was good in the eyes of Pharaoh and in the eyes of all his servants	1	See how you translated the idiom **in the eyes of** in Gen 34:18. Alternate translation: “What Joseph said seemed like a good plan to King Pharaoh and all his servants” or “King Pharaoh and all his servants agreed that what Joseph had proposed was good.”
41:38	ewpf			וַ⁠יֹּ֥אמֶר פַּרְעֹ֖ה אֶל עֲבָדָ֑י⁠ו	Then Pharaoh said to his servants	1	" Alternate translation: “So Pharaoh said to his officials,”"
41:38	ov2b		rc://*/ta/man/translate/figs-rquestion	הֲ⁠נִמְצָ֣א כָ⁠זֶ֔ה אִ֕ישׁ	Can we find a man like this	1	Pharaoh uses a rhetorical question here to emphasize that no one is more qualified than Joseph. Consider whether it is better in your language to translate this quote using a question or a statement. Alternate translation: “It is obvious that we will never find a man as qualified as Joseph,”
41:38	n386			אֲשֶׁ֛ר ר֥וּחַ אֱלֹהִ֖ים בּֽ⁠וֹ	who {has} the Spirit of God in him	1	The Hebrew text is ambiguous here. It could mean: (1) “who has God’s Spirit in him” or “whom God’s Spirit guides” or (2) “who has a divine spirit in him” or “who has a spirit of the gods in him”. Most translations follow the first interpretation, since Joseph had just talked to Pharaoh about God (verses 16, 28, 32) and Pharaoh acknowledges God in verse 39.
41:39	brta			וַ⁠יֹּ֤אמֶר פַּרְעֹה֙ אֶל יוֹסֵ֔ף	Then Pharaoh said to Joseph	1	" Alternate translation: “Then he turned to Joseph and said,”"
41:39	xxco			אַחֲרֵ֨י הוֹדִ֧יעַ אֱלֹהִ֛ים אוֹתְ⁠ךָ֖ אֶת כָּל זֹ֑את	Since God has shown all this to you	1	" Alternate translation: “God has revealed to you what he is going to do, so”"
41:39	ktfd			אֵין נָב֥וֹן וְ⁠חָכָ֖ם כָּמֽוֹ⁠ךָ	there is} no one {as} discerning and wise as you	1	See how you translated **discerning and wise** in verse 33. Alternate translation: “no one else is as insightful as you are and knows what to do in this situation.” or “… or knows how to manage this situation wisely.”
41:40	fq25		rc://*/ta/man/translate/figs-metonymy	אַתָּה֙ תִּהְיֶ֣ה עַל בֵּיתִ֔⁠י	You will be over my house	1	The phrase **my house** refers here to Pharaoh’s household and all the other people he rules as king. Alternate translation: “So I am putting you in charge of my household and my country,” or “So I am giving you authority over the people in my palace and the rest of my country,”
41:40	sv7b		rc://*/ta/man/translate/figs-idiom	וְ⁠עַל פִּ֖י⁠ךָ יִשַּׁ֣ק כָּל־עַמִּ֑⁠י	and all my people will kiss on your mouth	1	Consider whether you have a similar idiom in your language or if you need to say this without an idiom. Alternate translation: “so that all the people in my kingdom must do whatever you say” or “so that all the people I reign over will respect and obey whatever you tell them to do.”
41:40	qqnv		rc://*/ta/man/translate/figs-metonymy	רַ֥ק הַ⁠כִּסֵּ֖א אֶגְדַּ֥ל מִמֶּֽ⁠ךָּ	Only I {on} the throne will be greater than you	1	In this context, **the throne** refers to Pharaoh’s position as the king. Make sure that is clear in your translation. Alternate translation: “Only I who sit on the throne as king will have more authority than you.” or “Only I who am king will …”
41:41	fcjq		rc://*/ta/man/translate/writing-quotations	וַ⁠יֹּ֥אמֶר פַּרְעֹ֖ה אֶל יוֹסֵ֑ף	Then Pharaoh said to Joseph	1	Some languages leave **Joseph** or even this entire quote margin implied here, since Pharaoh is still talking to the same person. Do what is best in your language. Alternate translation: “Pharaoh added,”
41:41	b20a			רְאֵה֙ נָתַ֣תִּי אֹֽתְ⁠ךָ֔ עַ֖ל	See, I have put you over	1	The word **See** emphasizes what Pharaoh says next. Alternate translation: “Look I now put you in charge of” or “I am now appointing you to be the supervisor over”
41:41	fuhl			כָּל אֶ֥רֶץ מִצְרָֽיִם	all the land of Egypt	1	" Alternate translation: “the whole land of Egypt.”"
41:42	wuz8		rc://*/ta/man/translate/translate-unknown	וַ⁠יָּ֨סַר פַּרְעֹ֤ה אֶת טַבַּעְתּ⁠וֹ֙ מֵ⁠עַ֣ל יָד֔⁠וֹ	Then Pharaoh removed his signet ring from his hand	1	The signet ring was the identification ring that the king used to seal official documents. See how you translated **signet** in Gen 38:18. Alternate translation: “Then Pharaoh took off his royal identification ring” or “Then Pharaoh took from his finger the ring that he used to mark letters”
41:42	bnj5		rc://*/ta/man/translate/translate-symaction	וַ⁠יִּתֵּ֥ן אֹתָ֖⁠הּ עַל יַ֣ד יוֹסֵ֑ף	and put it on Joseph’s hand	1	The signet ring showed that Joseph represented Pharaoh and had his complete authority.
41:42	m7et		rc://*/ta/man/translate/translate-unknown	וַ⁠יַּלְבֵּ֤שׁ אֹת⁠וֹ֙ בִּגְדֵי שֵׁ֔שׁ	And he dressed him {in} garments of fine linen	1	The Hebrew word for **fine linen** refers to a special kind of white cloth that was woven out of flax and had a fine texture. Clothes made from linen were expensive and were worn by the king and high officials. If linen is not known in your language area, you could be more general and refer to expensive, high-quality clothes. Alternate translation: “He also had Joseph put on fine linen robes” or “He also gave Joseph high-quality robes to wear”
41:42	tb6j			וַ⁠יָּ֛שֶׂם רְבִ֥ד הַ⁠זָּהָ֖ב עַל צַוָּארֽ⁠וֹ	and put a gold chain on his neck	1	" Alternate translation: “and put a collar made of gold around his neck.” or “and put around his neck a necklace made of gold.”"
41:43	htid		rc://*/ta/man/translate/translate-symaction	בְּ⁠מִרְכֶּ֤בֶת הַ⁠מִּשְׁנֶה֙ אֲשֶׁר ל֔⁠וֹ	in the second chariot that {belonged} to him	1	A chariot is a cart with two or four wheels that was pulled by one or more horses. It was used as transportation and was especially used in battles. Translate this in a way that fits with this description. It may be helpful to include a picture of a chariot in your translation. Alternate translation: “in a royal horse-drawn cart as his second-in-command” or “in the horse-drawn cart that showed he was the second highest ruler in the country.”
41:43	g33q			וַ⁠יִּקְרְא֥וּ לְ⁠פָנָ֖י⁠ו	and they shouted before him	1	Make sure the way you translate **shouted** does not sound angry. Rather they were calling out loudly enough for people to hear them. Alternate translation: “As he rode, heralds walked in the streets ahead of him calling out to everyone,”
41:43	m84b		rc://*/ta/man/translate/translate-symaction	אַבְרֵ֑ךְ	Bow down	1	The Hebrew text is ambiguous here. It could be: (1) a transliteration of an Egyptian word that means “Bow down in reverence/respect!” or “Make way for the king’s appointed one!” or “Welcome/Honor your new leader!” which is what people would be told to do to honor an important person; or (2) a combination of Hebrew words that means “This is the father of the king!”, which is similar to what Joseph says in Gen 45:8.
41:43	ry99			וְ⁠נָת֣וֹן אֹת֔⁠וֹ עַ֖ל	So he put him over	1	See how you translated a similar sentence in verse 41. Alternate translation: “So Pharaoh put Joseph in charge of” or “In that way, Pharaoh officially installed Joseph to be the manager over”
41:43	a2y8			כָּל אֶ֥רֶץ מִצְרָֽיִם	all the land of Egypt	1	" Alternate translation: “the whole land of Egypt.”"
41:44	ybcw			אֲנִ֣י פַרְעֹ֑ה	I {am} Pharaoh	1	" Alternate translation: “I, Pharaoh, hereby decree that”"
41:44	h6j0		rc://*/ta/man/translate/figs-hyperbole	וּ⁠בִלְעָדֶ֗י⁠ךָ לֹֽא יָרִ֨ים אִ֧ישׁ אֶת יָד֛⁠וֹ וְ⁠אֶת רַגְל֖⁠וֹ בְּ⁠כָל אֶ֥רֶץ מִצְרָֽיִם	and without you a person will not lift his hand or his foot in all the land of Egypt	1	The phrase “will not lift his hand or foot” is hyperbole (exaggeration) that is used to emphasize Joseph’s authority. Consider whether or not it is clear and natural to do that here in your language. Alternate translation: “no one throughout the entire country of Egypt may do anything unless you tell them to do it!” or “throughout the entire country of Egypt, everyone must only do what you tell them to do!”
41:45	nudt			וַ⁠יִּקְרָ֨א פַרְעֹ֣ה שֵׁם יוֹסֵף֮	Then Pharaoh called Joseph’s name	1	" Alternate translation: “Then Pharaoh called Joseph by the Egyptian name”"
41:45	c09b			וַ⁠יִּתֶּן ל֣⁠וֹ אֶת אָֽסְנַ֗ת בַּת פּ֥וֹטִי פֶ֛רַע כֹּהֵ֥ן אֹ֖ן לְ⁠אִשָּׁ֑ה	and he gave to him Asenath, the daughter of Potiphera the priest of On, as a wife	1	Potiphera was a pagan priest, and he led people in worshiping the Egyptians’ gods, not Yahweh. See how you translated **priest** in Gen 14:18. Alternate translation: “and he gave him a woman named Asenath to be his wife. She was the daughter of Potiphera, who was a priest at the temple at the city of On.”
41:45	qrou			וַ⁠יֵּצֵ֥א יוֹסֵ֖ף עַל אֶ֥רֶץ מִצְרָֽיִם	Then Joseph went out over the land of Egypt	1	" Alternate translation: “Then Joseph started going around all over the land of Egypt.” or “Then Joseph started his work and traveled throughout the land of Egypt.”"
41:46	l8de			וְ⁠יוֹסֵף֙ בֶּן שְׁלֹשִׁ֣ים שָׁנָ֔ה	Now Joseph {was} a son of thirty years	1	Consider what is the best way to begin this new paragraph in your language.
41:46	tinh			בְּ⁠עָמְד֕⁠וֹ לִ⁠פְנֵ֖י	when he stood before	1	This phrase refers to when Joseph stood before Pharaoh and was commissioned to serve as the second-highest ruler in Egypt. Alternate translation: “when he had that audience with”
41:46	izc5			וַֽ⁠יַּעְבֹ֖ר בְּ⁠כָל־אֶ֥רֶץ מִצְרָֽיִם	and passed through all the land of Egypt	1	" Alternate translation: “and traveled throughout the entire country of Egypt doing his work.” or “and began traveling from place to place throughout …”"
41:47	k025			בְּ⁠שֶׁ֖בַע שְׁנֵ֣י הַ⁠שָּׂבָ֑ע	in the seven years of abundance	1	Compare how you translated **seven years of abundance** in verse 34. Alternate translation: “During the seven years when food was abundant” or “For seven years the harvests were plentiful and”
41:47	nel4		rc://*/ta/man/translate/figs-idiom	וַ⁠תַּ֣עַשׂ הָ⁠אָ֔רֶץ & לִ⁠קְמָצִֽים	And & the land produced {grain} by the handfuls	1	The idiom **by the handfuls** refers here to large amounts of grain. Consider whether your language has a similar idiom you could use here. Alternate translation: “the land produced large amounts of grain.” or “the people harvested large amounts of grain from the land.”
41:48	iib5		rc://*/ta/man/translate/figs-explicit	וַ⁠יִּקְבֹּ֞ץ	So he gathered	1	When the Bible says that a leader such as Joseph did something, it often means that he had it done by people under his authority. Decide whether you want to include this information in your translation or in a footnote. Alternate translation: “So Joseph told the supervisors under him to collect” or “So Joseph had his helpers gather”
